category,room_count,bathroom_count,size,type,price,city,region
Terrains et Fermes,,,,À Vendre,27000000.0,Bizerte,Autres villes
Maisons et Villas,5.0,3.0,170.0,À Vendre,440000.0,Bizerte,Ras Jebel
Terrains et Fermes,,,,À Vendre,15000.0,Bizerte,Sejenane
Terrains et Fermes,,,,À Vendre,80000.0,Bizerte,Menzel Bourguiba
Terrains et Fermes,,,,À Vendre,345000.0,Bizerte,Bizerte Nord
Terrains et Fermes,,,,À Vendre,250000.0,Bizerte,Bizerte
Maisons et Villas,3.0,1.0,100.0,À Louer,650.0,Bizerte,Autres villes
Terrains et Fermes,,,,À Vendre,280000.0,Bizerte,Ghar El Melh
Terrains et Fermes,,,,À Vendre,160000.0,Bizerte,Ras Jebel
Terrains et Fermes,,,,À Vendre,135000.0,Bizerte,Ras Jebel
Maisons et Villas,3.0,2.0,150.0,À Vendre,22378980.0,Bizerte,Ras Jebel
Appartements,3.0,1.0,140.0,À Vendre,140000.0,Bizerte,Autres villes
Terrains et Fermes,,,,À Vendre,300000.0,Bizerte,Bizerte Sud
Maisons et Villas,5.0,3.0,250.0,À Louer,1200.0,Bizerte,Bizerte Nord
Appartements,2.0,1.0,40.0,À Louer,60.0,Bizerte,Bizerte Nord
Terrains et Fermes,,,,À Vendre,160000.0,Bizerte,Tinja
Maisons et Villas,3.0,1.0,150.0,À Vendre,120000.0,Bizerte,Menzel Bourguiba
Terrains et Fermes,,,,À Vendre,185000.0,Bizerte,Bizerte Nord
Appartements,2.0,1.0,70.0,À Louer,400.0,Bizerte,Bizerte Nord
Terrains et Fermes,,,,À Vendre,70000.0,Bizerte,Bizerte Nord
Maisons et Villas,7.0,3.0,270.0,À Vendre,520000.0,Bizerte,Bizerte
Terrains et Fermes,,,,À Vendre,120000.0,Bizerte,Autres villes
Terrains et Fermes,,,,À Vendre,700000.0,Bizerte,Autres villes
Maisons et Villas,3.0,1.0,375.0,À Vendre,150000000.0,Bizerte,Autres villes
"Magasins, Commerces et Locaux industriels",1.0,1.0,70.0,À Vendre,85000.0,Bizerte,Ras Jebel
Terrains et Fermes,,,,À Vendre,130000.0,Bizerte,Ras Jebel
Maisons et Villas,3.0,1.0,186.0,À Vendre,180000.0,Bizerte,Ras Jebel
Terrains et Fermes,,,,À Vendre,46500.0,Bizerte,Bizerte Nord
Appartements,3.0,1.0,119.0,À Vendre,130000.0,Bizerte,Bizerte
Terrains et Fermes,,,,À Vendre,143200.0,Bizerte,Bizerte Nord
Maisons et Villas,3.0,3.0,280.0,À Vendre,200000.0,Bizerte,Bizerte Nord
Maisons et Villas,5.0,2.0,200.0,À Vendre,250000.0,Bizerte,Bizerte Nord
Terrains et Fermes,,,,À Vendre,97000.0,Bizerte,Ras Jebel
Terrains et Fermes,,,,À Vendre,300000.0,Bizerte,Autres villes
Appartements,2.0,1.0,100.0,À Louer,200.0,Bizerte,Bizerte
Appartements,1.0,1.0,100.0,À Louer,150.0,Bizerte,Bizerte
Locations de vacances,3.0,1.0,350.0,À Louer,111.0,Bizerte,Bizerte
Terrains et Fermes,,,,À Vendre,70000.0,Bizerte,Utique
Appartements,3.0,1.0,90.0,À Louer,450.0,Bizerte,Bizerte Nord
Maisons et Villas,2.0,1.0,75.0,À Vendre,90000.0,Bizerte,Bizerte Nord
Maisons et Villas,2.0,1.0,90.0,À Vendre,90000.0,Bizerte,Bizerte Nord
Maisons et Villas,3.0,2.0,200.0,À Vendre,720000.0,Bizerte,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Bizerte,Ras Jebel
Maisons et Villas,7.0,2.0,130.0,À Vendre,130000.0,Bizerte,Autres villes
Terrains et Fermes,,,,À Vendre,225000.0,Bizerte,Ras Jebel
Maisons et Villas,6.0,3.0,330.0,À Vendre,550000.0,Bizerte,Autres villes
Appartements,3.0,1.0,100.0,À Vendre,210000.0,Bizerte,Bizerte Nord
Maisons et Villas,5.0,1.0,130.0,À Vendre,60000.0,Gabès,Gabès Médina
Maisons et Villas,8.0,2.0,240.0,À Vendre,20520147.0,Gabès,Gabès Médina
Maisons et Villas,4.0,1.0,259.0,À Vendre,175000.0,Gabès,Autres villes
Appartements,3.0,1.0,90.0,À Louer,250.0,Gabès,Gabès
Maisons et Villas,3.0,1.0,90.0,À Louer,250.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,24000.0,Gabès,Autres villes
Locations de vacances,2.0,1.0,120.0,À Louer,80.0,Gabès,Gabès Sud
Locations de vacances,2.0,1.0,120.0,À Louer,70.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,35000.0,Gabès,Gabès Ouest
Appartements,2.0,1.0,130.0,À Louer,300.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,1000000.0,Gabès,Gabès
Appartements,3.0,1.0,150.0,À Louer,350.0,Gabès,Autres villes
Locations de vacances,2.0,1.0,90.0,À Louer,45.0,Gabès,Autres villes
Locations de vacances,3.0,1.0,102.0,À Louer,35.0,Gabès,Gabès
Locations de vacances,3.0,1.0,240.0,À Louer,65.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,25000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,18000.0,Gabès,Autres villes
Maisons et Villas,3.0,1.0,90.0,À Louer,200.0,Gabès,Métouia
Terrains et Fermes,,,,À Vendre,30000.0,Gabès,Autres villes
Appartements,3.0,1.0,100.0,À Louer,250.0,Gabès,Autres villes
Maisons et Villas,3.0,1.0,220.0,À Vendre,120000.0,Gabès,Gabès Ouest
Terrains et Fermes,,,,À Vendre,95000.0,Gabès,Gabès Sud
Maisons et Villas,3.0,2.0,150.0,À Louer,400.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,35000.0,Gabès,Gabès Sud
Appartements,2.0,1.0,70.0,À Louer,420.0,Gabès,Gabès
Maisons et Villas,4.0,1.0,200.0,À Louer,400.0,Gabès,Gabès Sud
Locations de vacances,2.0,1.0,100.0,À Louer,50.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,65000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,500000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,90000.0,Gabès,Métouia
Maisons et Villas,2.0,1.0,70.0,À Louer,300.0,Gabès,Autres villes
Maisons et Villas,3.0,1.0,120.0,À Vendre,55000.0,Gabès,Gabès Ouest
Terrains et Fermes,,,,À Vendre,60000.0,Gabès,Autres villes
Locations de vacances,3.0,1.0,101.0,À Louer,35.0,Gabès,Gabès
Locations de vacances,1.0,1.0,80.0,À Louer,10.0,Gabès,Autres villes
Appartements,3.0,1.0,110.0,À Louer,550.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,258970.0,Gabès,Gabès Sud
Maisons et Villas,3.0,1.0,270.0,À Vendre,260000.0,Gabès,Gabès Sud
Maisons et Villas,3.0,2.0,160.0,À Louer,500.0,Gabès,Gabès Sud
Appartements,3.0,2.0,150.0,À Louer,600.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,20520147.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,30000000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,95000.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,40000.0,Gabès,Mareth
Appartements,3.0,1.0,85.0,À Louer,300.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,70000.0,Gabès,El Hamma
Maisons et Villas,4.0,2.0,100.0,À Vendre,5000000.0,Gabès,Mareth
Terrains et Fermes,,,,À Vendre,36000.0,Gabès,El Hamma
Terrains et Fermes,,,,À Vendre,120000.0,Gabès,Autres villes
Appartements,1.0,1.0,90.0,À Louer,370.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,1111000.0,Gabès,Mareth
Terrains et Fermes,,,,À Vendre,97659531.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,99999999999.0,Gabès,Ghanouch
Locations de vacances,3.0,1.0,110.0,À Louer,45.0,Gabès,Autres villes
Appartements,2.0,1.0,150.0,À Louer,70.0,Gabès,Gabès Sud
Appartements,2.0,1.0,70.0,À Louer,350.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,52000.0,Gabès,Gabès Sud
Appartements,3.0,1.0,160.0,À Louer,400.0,Gabès,Gabès
"Magasins, Commerces et Locaux industriels",1.0,1.0,300.0,À Louer,58681302.0,Gabès,Gabès Sud
Maisons et Villas,3.0,1.0,170.0,À Vendre,11111.0,Gabès,Métouia
Appartements,2.0,1.0,70.0,À Louer,220.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,29000.0,Gabès,Gabès Sud
Maisons et Villas,5.0,2.0,550.0,À Vendre,350000.0,Gabès,Gabès Sud
Maisons et Villas,4.0,2.0,400.0,À Louer,550.0,Gabès,Gabès Sud
Maisons et Villas,4.0,2.0,76.0,À Vendre,150000.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,300000.0,Gabès,Autres villes
"Magasins, Commerces et Locaux industriels",2.0,0.0,25.0,À Vendre,17500.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,210000.0,Gabès,Autres villes
Appartements,1.0,1.0,80.0,À Louer,600.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,180000.0,Gabès,El Hamma
Terrains et Fermes,,,,À Vendre,50000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,35000.0,Gabès,Gabès Sud
Maisons et Villas,5.0,1.0,300.0,À Vendre,430000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Gabès,Autres villes
Maisons et Villas,6.0,2.0,670.0,À Vendre,550000.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,184000.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,35000.0,Gabès,Gabès Sud
Appartements,3.0,1.0,115.0,À Louer,550.0,Gabès,Autres villes
Appartements,2.0,1.0,90.0,À Louer,520.0,Gabès,Gabès Médina
Appartements,2.0,1.0,60.0,À Louer,250.0,Gabès,Gabès Sud
Maisons et Villas,3.0,1.0,150.0,À Vendre,170000.0,Gabès,Nouvelle Matmata
Terrains et Fermes,,,,À Vendre,30000.0,Gabès,Autres villes
Appartements,2.0,1.0,100.0,À Louer,350.0,Gabès,Autres villes
Appartements,2.0,1.0,70.0,À Louer,420.0,Gabès,Gabès
Maisons et Villas,4.0,1.0,70.0,À Louer,1200.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,38000.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,650000.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,88000.0,Gabès,Gabès Médina
"Magasins, Commerces et Locaux industriels",2.0,2.0,70.0,À Vendre,22222.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Gabès,Nouvelle Matmata
Terrains et Fermes,,,,À Vendre,90000.0,Gabès,Gabès
Maisons et Villas,3.0,2.0,310.0,À Vendre,200000.0,Gabès,Autres villes
Maisons et Villas,2.0,1.0,100.0,À Vendre,82000.0,Gabès,Autres villes
Appartements,2.0,1.0,80.0,À Louer,400.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,70000.0,Gabès,Gabès Ouest
Appartements,3.0,2.0,160.0,À Louer,450.0,Gabès,Autres villes
Maisons et Villas,2.0,1.0,100.0,À Louer,220.0,Gabès,Gabès Médina
Maisons et Villas,2.0,2.0,110.0,À Louer,450.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Gabès,Mareth
Terrains et Fermes,,,,À Vendre,60000.0,Gabès,Gabès Sud
Appartements,2.0,1.0,250.0,À Louer,75.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,20000.0,Gabès,Gabès Sud
Appartements,2.0,1.0,100.0,À Louer,480.0,Gabès,Gabès Sud
Appartements,1.0,1.0,30.0,À Louer,250.0,Gabès,Gabès Sud
Maisons et Villas,9.0,2.0,240.0,À Vendre,195000.0,Gabès,El Hamma
Maisons et Villas,3.0,1.0,200.0,À Louer,650.0,Gabès,Gabès Sud
Terrains et Fermes,,,,À Vendre,130000.0,Gabès,Métouia
Terrains et Fermes,,,,À Vendre,100000.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,25000.0,Gabès,Autres villes
Maisons et Villas,3.0,1.0,270.0,À Vendre,45000.0,Gabès,Gabès
Maisons et Villas,6.0,2.0,78.0,À Vendre,130000.0,Gabès,Métouia
Terrains et Fermes,,,,À Vendre,153000.0,Gabès,El Hamma
Maisons et Villas,5.0,2.0,380.0,À Vendre,260000.0,Gabès,Gabès Sud
Maisons et Villas,3.0,1.0,100.0,À Louer,700.0,Gabès,Gabès Médina
Maisons et Villas,4.0,7.0,110.0,À Vendre,125000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,58000.0,Gabès,Gabès
Maisons et Villas,6.0,2.0,220.0,À Vendre,150000.0,Gabès,Métouia
Maisons et Villas,1.0,3.0,300.0,À Louer,350.0,Gabès,Autres villes
Locations de vacances,3.0,1.0,240.0,À Louer,65.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,50000.0,Gabès,Autres villes
Locations de vacances,3.0,1.0,200.0,À Louer,200.0,Gabès,Mareth
Terrains et Fermes,,,,À Vendre,290000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,290000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,32500.0,Gabès,Gabès
Appartements,1.0,1.0,40.0,À Louer,180.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,70000.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,58000.0,Gabès,Mareth
Terrains et Fermes,,,,À Vendre,80000.0,Gabès,Nouvelle Matmata
Appartements,4.0,1.0,150.0,À Louer,450.0,Gabès,Gabès Médina
Maisons et Villas,6.0,2.0,200.0,À Vendre,130000.0,Gabès,Autres villes
Appartements,3.0,1.0,90.0,À Louer,300.0,Gabès,Autres villes
Maisons et Villas,2.0,1.0,100.0,À Vendre,75000.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,11111.0,Gabès,Autres villes
Locations de vacances,2.0,1.0,120.0,À Louer,80.0,Gabès,Gabès Sud
Locations de vacances,4.0,3.0,250.0,À Louer,120.0,Gabès,Gabès Sud
Maisons et Villas,6.0,4.0,1270.0,À Vendre,970000.0,Gabès,Ghanouch
Maisons et Villas,5.0,1.0,200.0,À Vendre,120000.0,Gabès,Gabès
Maisons et Villas,2.0,1.0,120.0,À Louer,170.0,Gabès,Gabès Sud
Maisons et Villas,3.0,1.0,250.0,À Louer,400.0,Gabès,Autres villes
Maisons et Villas,4.0,2.0,220.0,À Vendre,300000.0,Gabès,Gabès Sud
Appartements,2.0,1.0,100.0,À Louer,400.0,Gabès,Gabès
Appartements,3.0,1.0,160.0,À Louer,400.0,Gabès,Gabès
Maisons et Villas,2.0,1.0,122.0,À Vendre,150000.0,Gabès,Gabès Sud
Maisons et Villas,8.0,4.0,200.0,À Vendre,230000.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,83000.0,Gabès,El Hamma
Maisons et Villas,2.0,1.0,120.0,À Louer,330.0,Gabès,Gabès
"Magasins, Commerces et Locaux industriels",3.0,2.0,600.0,À Vendre,650000.0,Gabès,Gabès Médina
Appartements,3.0,1.0,150.0,À Louer,50.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,500000.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,120000.0,Gabès,Gabès Sud
Appartements,1.0,1.0,60.0,À Vendre,62000.0,Gabès,Autres villes
Maisons et Villas,3.0,2.0,105.0,À Vendre,180000.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,21000.0,Gabès,Gabès Médina
Maisons et Villas,2.0,1.0,70.0,À Louer,420.0,Gabès,Gabès Ouest
Appartements,2.0,1.0,100.0,À Louer,600.0,Gabès,Gabès Médina
Maisons et Villas,2.0,1.0,130.0,À Louer,380.0,Gabès,Gabès Sud
Locations de vacances,2.0,1.0,104.0,À Louer,60.0,Gabès,Gabès Sud
Locations de vacances,3.0,1.0,77.0,À Louer,70.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,40000.0,Gabès,Mareth
Maisons et Villas,1.0,1.0,497.0,À Vendre,155000.0,Gabès,Autres villes
Maisons et Villas,3.0,1.0,101.0,À Vendre,160000.0,Gabès,Gabès Sud
Locations de vacances,2.0,1.0,52.0,À Louer,60.0,Gabès,El Hamma
Terrains et Fermes,,,,À Vendre,200000.0,Gabès,Autres villes
Locations de vacances,1.0,1.0,45.0,À Louer,60.0,Gabès,Gabès
Appartements,1.0,1.0,45.0,À Louer,60.0,Gabès,Gabès
Appartements,3.0,1.0,100.0,À Louer,300.0,Gabès,Métouia
Terrains et Fermes,,,,À Vendre,80000.0,Gabès,Autres villes
Maisons et Villas,4.0,2.0,420.0,À Vendre,270000.0,Gabès,Autres villes
Locations de vacances,2.0,1.0,51.0,À Louer,60000.0,Gabès,El Hamma
Appartements,2.0,1.0,88.0,À Louer,70.0,Gabès,Gabès
Locations de vacances,2.0,1.0,60.0,À Louer,70.0,Gabès,Autres villes
Maisons et Villas,2.0,1.0,111.0,À Louer,100.0,Gabès,Gabès Sud
Appartements,2.0,1.0,125.0,À Louer,100.0,Gabès,Gabès Sud
Maisons et Villas,3.0,1.0,77.0,À Louer,70.0,Gabès,Gabès
Locations de vacances,2.0,1.0,99.0,À Louer,70.0,Gabès,Autres villes
Appartements,2.0,1.0,88.0,À Louer,70.0,Gabès,Autres villes
Locations de vacances,2.0,1.0,111.0,À Louer,70.0,Gabès,Gabès
Locations de vacances,3.0,1.0,240.0,À Louer,70.0,Gabès,Autres villes
Maisons et Villas,4.0,1.0,200.0,À Vendre,110000.0,Gabès,Autres villes
Appartements,2.0,1.0,70.0,À Louer,300.0,Gabès,Gabès Médina
Locations de vacances,2.0,1.0,50.0,À Louer,60.0,Gabès,El Hamma
Terrains et Fermes,,,,À Vendre,28000.0,Gabès,Mareth
Terrains et Fermes,,,,À Vendre,270000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,170000.0,Gabès,Gabès Médina
Terrains et Fermes,,,,À Vendre,90000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,135000.0,Gabès,Gabès Sud
Appartements,2.0,1.0,96.0,À Vendre,140000.0,Gabès,Autres villes
Maisons et Villas,6.0,3.0,105.0,À Vendre,145000.0,Gabès,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Gabès,Gabès
Appartements,2.0,1.0,90.0,À Louer,350.0,Gabès,Autres villes
Maisons et Villas,2.0,1.0,140.0,À Vendre,120000.0,Gabès,Gabès
Terrains et Fermes,,,,À Vendre,63000.0,Gafsa,Autres villes
Maisons et Villas,4.0,1.0,140.0,À Louer,350.0,Gafsa,Gafsa Sud
Appartements,3.0,1.0,110.0,À Louer,370.0,Gafsa,Gafsa Sud
Maisons et Villas,5.0,2.0,256.0,À Vendre,220000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,130000.0,Gafsa,Autres villes
Maisons et Villas,3.0,1.0,80.0,À Vendre,100000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,230000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,500000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,240000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,6250000.0,Gafsa,Sidi Aïch
Terrains et Fermes,,,,À Vendre,25000.0,Gafsa,Redeyef
Terrains et Fermes,,,,À Vendre,60000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,75000.0,Gafsa,Gafsa
Terrains et Fermes,,,,À Vendre,300000.0,Gafsa,Gafsa
Terrains et Fermes,,,,À Vendre,39000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,160000.0,Gafsa,Gafsa
Appartements,3.0,1.0,130.0,À Vendre,140000.0,Gafsa,Autres villes
Maisons et Villas,7.0,2.0,325.0,À Vendre,450000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,99127892.0,Gafsa,Gafsa
Terrains et Fermes,,,,À Vendre,113000.0,Gafsa,Gafsa Nord
Terrains et Fermes,,,,À Vendre,30000.0,Gafsa,Gafsa Nord
Maisons et Villas,6.0,3.0,250.0,À Vendre,18000.0,Gafsa,Oum El Araies
Terrains et Fermes,,,,À Vendre,145000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,15500.0,Gafsa,Sened
Appartements,1.0,1.0,100.0,À Louer,150.0,Gafsa,Gafsa Sud
Appartements,3.0,1.0,110.0,À Louer,370.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,100000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,200000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,26000.0,Gafsa,Autres villes
Maisons et Villas,2.0,1.0,230.0,À Vendre,140000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,780000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,47000.0,Gafsa,Autres villes
Appartements,3.0,1.0,150.0,À Louer,380.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,40000.0,Gafsa,Autres villes
Maisons et Villas,4.0,1.0,420.0,À Louer,280.0,Gafsa,Autres villes
Maisons et Villas,3.0,1.0,150.0,À Louer,240.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,2600000.0,Gafsa,Sidi Aïch
Appartements,1.0,1.0,40.0,À Louer,300.0,Gafsa,Gafsa Sud
Appartements,4.0,1.0,200.0,À Louer,350.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,80000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,45000.0,Gafsa,Redeyef
Terrains et Fermes,,,,À Vendre,145000.0,Gafsa,Gafsa
Terrains et Fermes,,,,À Vendre,40000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,600000.0,Gafsa,Autres villes
Maisons et Villas,5.0,2.0,256.0,À Vendre,220000.0,Gafsa,Gafsa Sud
Maisons et Villas,3.0,1.0,140.0,À Vendre,145000.0,Gafsa,Métlaoui
Terrains et Fermes,,,,À Vendre,110000.0,Gafsa,Autres villes
Maisons et Villas,2.0,1.0,250.0,À Louer,11.0,Gafsa,El Guettar
Appartements,2.0,2.0,90.0,À Vendre,150000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,120000.0,Gafsa,Gafsa
Appartements,3.0,1.0,110.0,À Louer,390.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,160000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,150000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,1111111.0,Gafsa,Gafsa Sud
Appartements,3.0,1.0,110.0,À Louer,390.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,52000000.0,Gafsa,Gafsa Nord
Maisons et Villas,3.0,1.0,120.0,À Louer,320.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,160000.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,100000.0,Gafsa,Autres villes
Appartements,3.0,1.0,80.0,À Louer,350.0,Gafsa,Autres villes
Terrains et Fermes,,,,À Vendre,24000.0,Gafsa,Gafsa
Terrains et Fermes,,,,À Vendre,10000.0,Gafsa,Gafsa Nord
Appartements,3.0,1.0,100.0,À Vendre,108000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,42000.0,Gafsa,Gafsa Nord
Terrains et Fermes,,,,À Vendre,20000.0,Gafsa,Gafsa Sud
Maisons et Villas,7.0,1.0,220.0,À Vendre,155000.0,Gafsa,Gafsa
Appartements,4.0,2.0,140.0,À Vendre,111000.0,Gafsa,Gafsa Nord
Terrains et Fermes,,,,À Vendre,130000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,26000.0,Gafsa,Gafsa
Maisons et Villas,3.0,1.0,204.0,À Vendre,150000.0,Gafsa,Autres villes
Maisons et Villas,3.0,1.0,140.0,À Louer,350.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,26000.0,Gafsa,Autres villes
Maisons et Villas,2.0,1.0,140.0,À Vendre,53000.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,45000.0,Gafsa,Gafsa Sud
Maisons et Villas,3.0,1.0,500.0,À Louer,470.0,Gafsa,Autres villes
Maisons et Villas,3.0,1.0,130.0,À Vendre,49000.0,Gafsa,El Guettar
"Magasins, Commerces et Locaux industriels",1.0,1.0,100.0,À Louer,500.0,Gafsa,Autres villes
Appartements,2.0,1.0,160.0,À Louer,200.0,Gafsa,Autres villes
Maisons et Villas,5.0,2.0,200.0,À Louer,650.0,Gafsa,Autres villes
Maisons et Villas,4.0,1.0,140.0,À Louer,350.0,Gafsa,Gafsa Sud
Maisons et Villas,2.0,1.0,220.0,À Vendre,46000.0,Gafsa,Gafsa
Terrains et Fermes,,,,À Vendre,19000.0,Gafsa,Gafsa Nord
Appartements,3.0,1.0,110.0,À Louer,390.0,Gafsa,Gafsa Sud
Terrains et Fermes,,,,À Vendre,270000.0,Gafsa,Sidi Aïch
"Magasins, Commerces et Locaux industriels",1.0,1.0,130.0,À Vendre,180000.0,Gafsa,Gafsa Nord
Maisons et Villas,4.0,1.0,400.0,À Louer,450.0,Gafsa,Gafsa Sud
Maisons et Villas,7.0,1.0,500.0,À Vendre,35000.0,Gafsa,Oum El Araies
Locations de vacances,3.0,2.0,200.0,À Louer,240.0,Jendouba,Tabarka
Appartements,4.0,1.0,120.0,À Louer,350.0,Jendouba,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Jendouba,Tabarka
Maisons et Villas,4.0,1.0,267.0,À Vendre,120000.0,Jendouba,Autres villes
Appartements,2.0,1.0,50.0,À Louer,60.0,Jendouba,Tabarka
Terrains et Fermes,,,,À Vendre,40000.0,Jendouba,Ghardimaou
Locations de vacances,1.0,1.0,40.0,À Louer,40.0,Jendouba,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Jendouba,Tabarka
Maisons et Villas,2.0,1.0,130.0,À Vendre,170000.0,Jendouba,Jendouba
Locations de vacances,3.0,1.0,120.0,À Louer,60.0,Jendouba,Tabarka
Appartements,2.0,1.0,50.0,À Louer,200.0,Jendouba,Jendouba
Maisons et Villas,4.0,1.0,174.0,À Vendre,70000.0,Jendouba,Autres villes
Terrains et Fermes,,,,À Vendre,80000.0,Jendouba,Tabarka
Appartements,1.0,1.0,65.0,À Louer,40.0,Jendouba,Tabarka
Locations de vacances,3.0,1.0,120.0,À Louer,60.0,Jendouba,Tabarka
Terrains et Fermes,,,,À Vendre,27000.0,Jendouba,Jendouba
Terrains et Fermes,,,,À Vendre,70000.0,Jendouba,Autres villes
Maisons et Villas,6.0,1.0,110.0,À Vendre,150000.0,Jendouba,Bou Salem
Maisons et Villas,9.0,3.0,130.0,À Vendre,270000.0,Jendouba,Bou Salem
Maisons et Villas,2.0,1.0,160.0,À Vendre,50000.0,Jendouba,Tabarka
Terrains et Fermes,,,,À Vendre,320000.0,Jendouba,Autres villes
Maisons et Villas,2.0,1.0,160.0,À Vendre,90000.0,Jendouba,Tabarka
Locations de vacances,2.0,1.0,110.0,À Louer,100.0,Jendouba,Tabarka
Terrains et Fermes,,,,À Vendre,45000.0,Jendouba,Autres villes
Terrains et Fermes,,,,À Vendre,60000.0,Jendouba,Autres villes
Terrains et Fermes,,,,À Vendre,450000.0,Jendouba,Autres villes
